,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built,zipcode,sqft_living15,sqft_lot15,city,bathrooms_per_bedroom
3245,12.487485104968359,3,1.75,1840,7300,1.0,NONE,Average,8,1840,1966,98023,1920,8010,Federal Way,0.5833333333333334
3246,12.577463773304586,3,2.5,2070,5013,2.0,NONE,Average,8,2070,1987,98023,1670,5013,Federal Way,0.8333333333333334
3247,12.423198124518821,3,2.0,1240,12285,1.0,NONE,Average,7,620,1939,98023,1560,11564,Federal Way,0.6666666666666666
3248,12.198544379109382,2,1.0,1050,9600,1.0,NONE,Good,6,1050,1959,98023,990,8880,Federal Way,0.5
3249,12.473615784141067,3,1.75,1390,18200,1.0,NONE,Good,7,1390,1962,98023,1810,9675,Federal Way,0.5833333333333334
3250,13.093963902882631,4,2.5,3560,12047,2.0,NONE,Average,10,3560,1988,98023,3420,11250,Federal Way,0.625
3251,12.345834587905333,3,1.0,1380,10112,1.0,NONE,Good,7,940,1963,98023,1240,10112,Federal Way,0.3333333333333333
3252,12.619175180767549,5,2.75,3130,9450,1.0,NONE,Good,8,1580,1973,98023,1900,9000,Federal Way,0.55
3253,12.235631447771718,3,1.0,1060,9600,1.0,NONE,Good,6,1060,1962,98023,1060,9604,Federal Way,0.3333333333333333
3254,12.502466658583977,3,2.25,1950,8661,1.0,NONE,Good,8,1950,1966,98023,1950,8800,Federal Way,0.75
3255,12.506177237980511,3,2.0,2330,8000,1.0,NONE,Average,7,1390,1986,98023,1570,7227,Federal Way,0.6666666666666666
3256,12.758519943986984,4,2.5,2460,7350,2.0,NONE,Average,9,2460,1989,98023,2390,8568,Federal Way,0.625
3257,12.127570417375216,3,1.0,1040,10080,1.0,NONE,Average,6,1040,1959,98023,1000,8736,Federal Way,0.3333333333333333
3258,12.533576212168626,3,2.5,1690,5171,2.0,NONE,Average,8,1690,2003,98023,2550,5025,Federal Way,0.8333333333333334
3259,12.89921982609012,3,1.75,1830,9620,1.0,NONE,Good,8,1830,1978,98023,1990,8280,Federal Way,0.5833333333333334
3260,12.345834587905333,3,1.5,1630,6625,1.0,NONE,Very Good,7,980,1980,98023,1440,7145,Federal Way,0.5
3261,12.628067055589549,3,2.0,1830,10873,1.0,NONE,Average,8,1830,1989,98023,2490,8976,Federal Way,0.6666666666666666
3262,12.292250341771226,3,1.5,1330,7600,1.0,NONE,Good,7,1330,1968,98023,1500,7776,Federal Way,0.5
3263,12.594730635321957,3,2.25,1850,7800,2.0,NONE,Average,9,1850,1974,98023,2360,8000,Federal Way,0.75
3264,12.345834587905333,5,1.0,1410,9000,1.0,NONE,Very Good,7,1410,1967,98023,1200,8346,Federal Way,0.2
3265,12.948009990259552,4,2.25,2930,9840,1.0,NONE,Good,8,1560,1977,98023,2800,8374,Federal Way,0.5625
3266,12.100434313507177,2,1.0,1200,9000,1.0,NONE,Average,6,1200,1958,98023,1040,9600,Federal Way,0.5
3267,12.83707842955227,6,1.5,2550,33740,1.0,NONE,Good,8,1750,1958,98023,2010,28200,Federal Way,0.25
3268,12.358793732547838,3,1.75,1460,7800,1.0,NONE,Fair,7,1040,1979,98023,1310,7865,Federal Way,0.5833333333333334
3269,12.22710001272225,3,2.25,1960,7708,1.0,NONE,Good,7,1490,1984,98023,1580,8063,Federal Way,0.75
3270,12.6112043647371,4,2.75,2330,7200,1.0,NONE,Good,8,1560,1977,98023,2350,7600,Federal Way,0.6875
3271,12.354492650648448,3,1.75,1290,6604,1.0,NONE,Average,7,1290,1984,98023,1440,6682,Federal Way,0.5833333333333334
3272,12.25462468611234,3,1.0,1660,8800,1.0,NONE,Good,7,960,1963,98023,1370,10112,Federal Way,0.3333333333333333
3273,12.56374708980199,4,1.75,2190,8400,2.0,NONE,Fair,8,2190,1978,98023,2410,7700,Federal Way,0.4375
3274,12.35017298950393,3,1.75,1220,8817,1.0,NONE,Average,7,1220,1978,98023,2000,8028,Federal Way,0.5833333333333334
3275,13.049792684569493,4,2.5,1930,9653,1.0,NONE,Good,9,1930,1968,98023,2100,10454,Federal Way,0.625
3276,13.209274749393625,3,2.0,2850,19200,1.0,GOOD,Average,8,2340,2004,98023,2860,18240,Federal Way,0.6666666666666666
3277,12.587927887999204,3,2.5,1990,7577,2.0,NONE,Average,7,1990,1990,98023,1900,7152,Federal Way,0.8333333333333334
3278,12.4130868149145,3,2.25,1440,10500,1.0,NONE,Average,8,1130,1983,98023,1510,8125,Federal Way,0.75
3279,12.392552212472792,3,2.0,1520,7131,1.0,NONE,Average,8,1520,1993,98023,1890,7379,Federal Way,0.6666666666666666
3280,12.479909311159902,3,1.75,1790,7485,1.0,NONE,Good,8,1330,1979,98023,1970,8097,Federal Way,0.5833333333333334
3281,11.982929094215963,4,1.0,1540,7350,1.0,NONE,Good,6,770,1969,98023,910,8000,Federal Way,0.25
3282,13.142166004700508,4,4.0,3530,10935,2.0,NONE,Average,10,3530,1992,98023,3360,11250,Federal Way,1.0
3283,12.594730635321957,3,2.25,1980,8000,1.0,NONE,Good,9,1560,1974,98023,2360,8000,Federal Way,0.75
3284,12.332705296463539,3,1.75,1680,7455,1.0,NONE,Good,8,1680,1968,98023,2040,8214,Federal Way,0.5833333333333334
3285,12.269047444691562,4,1.75,1980,9000,1.0,NONE,Fair,7,1480,1978,98023,1980,9360,Federal Way,0.4375
3286,12.128111104060462,3,1.0,1010,6400,1.0,NONE,Average,7,1010,1971,98023,1820,6500,Federal Way,0.3333333333333333
3287,12.561997308078203,4,1.75,1960,7950,1.0,NONE,Good,8,1960,1967,98023,1960,8400,Federal Way,0.4375
3288,12.078239274020289,3,2.25,1540,5449,1.0,NONE,Fair,7,1180,1989,98023,1460,6740,Federal Way,0.75
3289,12.779873068457553,3,2.5,2400,9701,1.0,NONE,Average,9,2400,1990,98023,2400,8258,Federal Way,0.8333333333333334
3290,12.506177237980511,3,2.25,1810,8262,2.0,NONE,Good,8,1810,1981,98023,1820,8262,Federal Way,0.75
3291,12.672911898413817,4,2.25,2000,9000,1.0,NONE,Good,8,2000,1978,98023,2190,8374,Federal Way,0.5625
3292,12.706847933442663,3,2.5,2370,9102,2.0,NONE,Average,9,2370,1990,98023,2530,9883,Federal Way,0.8333333333333334
3293,12.293396473701849,3,1.5,1080,9774,1.0,NONE,Average,7,1080,1968,98023,1190,9611,Federal Way,0.5
3294,12.706847933442663,4,2.5,2510,8580,2.0,NONE,Good,8,2510,1991,98023,2290,7809,Federal Way,0.625
3295,12.345834587905333,3,2.25,1500,7210,1.0,NONE,Average,7,1150,1984,98023,1500,7210,Federal Way,0.75
3296,12.287652632522597,3,1.0,1000,12000,1.0,NONE,Average,7,1000,1959,98023,1490,14940,Federal Way,0.3333333333333333
3297,12.520883385370206,2,2.0,1700,7992,1.0,NONE,Good,7,950,1980,98023,1700,8030,Federal Way,1.0
3298,12.506177237980511,3,2.0,1820,7750,1.0,NONE,Average,8,1820,1992,98023,2080,8084,Federal Way,0.6666666666666666
3299,12.409013489526863,4,1.75,1930,7650,1.0,NONE,Good,8,1280,1981,98023,1860,8800,Federal Way,0.4375
3300,12.314927050442256,4,2.0,1200,8470,1.0,NONE,Good,7,1200,1961,98023,1110,8400,Federal Way,0.5
3301,12.468436909997665,3,1.5,1750,7000,2.0,NONE,Average,8,1750,1983,98023,1840,9305,Federal Way,0.5
3302,12.100434313507177,2,1.0,1100,7323,1.0,NONE,Average,7,780,1982,98023,1410,7227,Federal Way,0.5
3303,12.425208175446844,3,2.5,1850,7200,1.0,NONE,Average,7,1500,1979,98023,2140,7500,Federal Way,0.8333333333333334
3304,12.611537753638338,3,2.25,1730,10030,1.0,NONE,Good,8,1730,1985,98023,2090,8823,Federal Way,0.75
3305,12.167851432709975,3,1.0,1100,9750,1.0,NONE,Good,7,1100,1966,98023,1190,9750,Federal Way,0.3333333333333333
3306,12.751299696013497,3,1.75,3140,8571,1.0,NONE,Good,8,1670,1985,98023,2590,7949,Federal Way,0.5833333333333334
3307,12.721885810807203,4,2.25,3220,7889,2.0,NONE,Average,8,3220,1978,98023,2120,7651,Federal Way,0.5625
3308,12.928778628331663,4,3.5,3360,9767,2.0,NONE,Average,9,2450,1990,98023,2580,8757,Federal Way,0.875
3309,12.644327576461329,4,2.5,3140,22100,1.0,NONE,Good,8,1820,1960,98023,2700,25500,Federal Way,0.625
3310,12.292250341771226,4,1.0,1620,17500,1.0,NONE,Average,7,1620,1962,98023,2400,17394,Federal Way,0.25
3311,12.160028707028767,3,1.5,800,8850,1.0,NONE,Good,6,800,1959,98023,820,8775,Federal Way,0.5
3312,12.948009990259552,4,2.5,3360,11637,2.0,NONE,Average,11,3360,1990,98023,3530,11205,Federal Way,0.625
3313,12.437184366493561,3,2.0,1540,7210,2.0,NONE,Good,7,1540,1984,98023,1500,7210,Federal Way,0.6666666666666666
3314,12.293396473701849,3,1.0,1270,7344,1.0,NONE,Average,7,970,1967,98023,1290,7300,Federal Way,0.3333333333333333
3315,12.479909311159902,4,2.75,1830,7315,1.0,NONE,Very Good,7,1250,1979,98023,1730,7208,Federal Way,0.6875
3316,12.439166527697552,3,2.0,1900,8002,1.0,NONE,Average,7,1900,1991,98023,1900,6086,Federal Way,0.6666666666666666
3317,12.396693005138824,4,2.5,1750,11400,2.0,NONE,Good,7,1750,1975,98023,1890,9024,Federal Way,0.625
3318,11.982929094215963,3,1.5,960,6497,1.0,NONE,Good,7,960,1970,98023,1160,7080,Federal Way,0.5
3319,11.80110741246366,3,1.0,900,2550,1.0,NONE,Good,6,900,1978,98023,1120,2550,Federal Way,0.3333333333333333
3320,12.818551923022664,4,2.5,2550,7349,2.0,NONE,Average,9,2550,1989,98023,2400,8508,Federal Way,0.625
3321,11.898187865760873,3,1.5,1480,9606,1.0,NONE,Good,7,1100,1964,98023,1600,9619,Federal Way,0.5
3322,12.449018824140563,3,2.25,1850,7151,2.0,NONE,Average,7,1850,1989,98023,1710,6827,Federal Way,0.75
3323,12.141534124392603,3,1.0,840,8400,1.0,NONE,Average,6,840,1959,98023,1030,8640,Federal Way,0.3333333333333333
3324,12.672946381766982,4,2.5,2020,5100,2.0,NONE,Average,7,2020,2010,98023,2300,5685,Federal Way,0.625
3325,12.999065161059836,4,4.0,4168,8485,2.0,NONE,Average,10,3222,2007,98023,4362,8100,Federal Way,1.0
3326,13.017002861746503,5,3.5,3931,9497,2.0,NONE,Average,10,2650,2014,98023,3510,9497,Federal Way,0.7
3327,12.577636201962656,4,2.5,2423,7292,2.0,NONE,Average,8,2423,2005,98023,2495,7489,Federal Way,0.625
3328,12.923790480024325,3,2.5,2655,5080,2.0,NONE,Average,8,2655,2013,98023,2879,5232,Federal Way,0.8333333333333334
3329,12.97208917432299,4,3.25,3444,5166,2.0,NONE,Average,8,2714,2014,98023,2848,5182,Federal Way,0.8125
3330,12.971307902484373,4,3.5,2584,5005,2.0,NONE,Average,8,2584,2014,98023,2767,5201,Federal Way,0.875
3331,12.959726793926773,4,3.25,3266,5398,2.0,NONE,Average,8,3266,2014,98023,3087,5152,Federal Way,0.8125
3332,12.971307902484373,4,3.25,2880,5929,2.5,NONE,Average,8,2880,2014,98023,2880,5846,Federal Way,0.8125
3333,12.977337605354071,4,2.5,3172,5033,2.0,NONE,Average,8,3172,2014,98023,2704,5232,Federal Way,0.625
3334,12.943236711506893,4,3.25,3266,5969,2.0,NONE,Average,8,3266,2014,98023,3087,5169,Federal Way,0.8125
3335,12.706696406811568,4,2.5,2300,9690,2.0,NONE,Average,8,2300,2006,98023,1200,9085,Federal Way,0.625
3336,12.706696406811568,3,2.5,2456,7566,2.0,NONE,Average,8,2456,2012,98023,2478,7212,Federal Way,0.8333333333333334
3337,12.96453929221076,3,2.5,3192,5653,2.0,NONE,Average,8,3192,2014,98023,3000,5134,Federal Way,0.8333333333333334
3338,12.889043219638559,5,3.5,2738,6031,2.0,NONE,Average,8,2738,2014,98023,2738,5201,Federal Way,0.7
3339,13.11835535600679,4,2.5,3402,14355,2.0,NONE,Average,10,2846,2014,98023,3402,8487,Federal Way,0.625
3340,12.802158113246987,4,2.5,3753,7204,2.0,NONE,Average,10,3336,2008,98023,3494,9375,Federal Way,0.625
3341,12.706847933442663,3,2.5,2238,7209,2.0,NONE,Average,8,2238,2011,98023,2456,7212,Federal Way,0.8333333333333334
3342,12.84792653170257,4,2.5,3120,5001,2.0,NONE,Average,9,3120,2005,98023,3120,5244,Federal Way,0.625
3343,12.425208175446844,3,1.0,1030,24750,1.0,AVERAGE,Average,5,1030,1943,98023,2810,28800,Federal Way,0.3333333333333333
3344,12.712890247898626,4,2.5,2380,5737,2.0,NONE,Average,7,2380,2010,98023,2380,5396,Federal Way,0.625
3345,12.899094818276968,3,2.5,3087,5002,2.0,NONE,Average,8,3087,2014,98023,2927,5183,Federal Way,0.8333333333333334
3346,12.994530005894443,3,2.5,1910,66211,2.0,NONE,Average,7,1910,1997,98024,2330,67268,Fall City,0.8333333333333334
3347,12.269047444691562,2,1.0,1000,10200,1.0,NONE,Average,6,1000,1961,98024,1150,13702,Fall City,0.5
3348,13.241922612461968,4,1.75,2085,174240,1.0,NONE,Average,7,1610,1964,98024,2690,174240,Fall City,0.4375
3349,14.253765488895429,5,4.25,6070,171626,2.0,NONE,Average,12,6070,1999,98024,4680,211267,Fall City,0.85
3350,14.28551418721001,6,5.0,6050,230652,2.0,GOOD,Average,11,6050,2001,98024,4210,233971,Fall City,0.8333333333333334
3351,13.199324418540456,3,2.25,2000,217800,2.0,NONE,Average,8,2000,1996,98024,2220,217800,Fall City,0.75
3352,13.190022025878143,3,1.0,1330,40259,1.0,NONE,Good,7,1330,1977,98024,1710,34787,Fall City,0.3333333333333333
3353,13.304684934198283,2,2.5,2410,102366,1.0,NONE,Good,7,1940,1912,98024,2460,310582,Fall City,1.25
3354,12.524526376648708,3,1.0,1370,17859,1.0,NONE,Good,7,1150,1930,98024,1460,47044,Fall City,0.3333333333333333
3355,13.286181462633724,3,2.5,2660,206480,1.0,NONE,Average,8,2660,1989,98024,2660,206736,Fall City,0.8333333333333334
3356,12.99430270733681,2,2.0,1410,12282,1.5,NONE,Very Good,8,1410,1909,98024,1410,8931,Fall City,1.0
3357,12.468436909997665,3,1.0,1190,11120,1.0,NONE,Average,6,1190,1947,98024,1230,12720,Fall City,0.3333333333333333
3358,13.005829561148378,4,1.75,2430,13211,1.5,NONE,Good,7,2430,1909,98024,1330,10500,Fall City,0.4375
3359,13.437174117244362,3,2.75,3150,219978,2.0,NONE,Good,9,3000,1990,98024,3180,218235,Fall City,0.9166666666666666
3360,12.66032791780777,3,1.5,1750,12500,1.0,NONE,Average,7,1150,1954,98024,1680,13000,Fall City,0.5
3361,12.842649474601725,3,1.5,1050,57499,1.0,NONE,Average,7,1050,1975,98024,1460,42688,Fall City,0.5
3362,12.971540487669746,3,2.5,2030,7770,2.0,NONE,Average,8,2030,2003,98024,1360,10782,Fall City,0.8333333333333334
3363,13.178743710840436,3,2.25,1940,217800,2.0,NONE,Average,9,1940,1990,98024,2580,83558,Fall City,0.75
3364,12.581078546153629,3,1.0,1280,10500,1.5,NONE,Good,5,1280,1941,98024,1410,10500,Fall City,0.3333333333333333
3365,12.736700896592344,3,1.75,1540,10400,1.0,NONE,Average,6,1540,1977,98024,1090,7500,Fall City,0.5833333333333334
3366,12.983101310070822,5,2.25,1970,15247,1.0,NONE,Average,7,1450,1986,98024,1300,10800,Fall City,0.45
3367,12.524526376648708,3,1.75,1300,20700,1.0,NONE,Average,7,1300,1962,98024,1930,37638,Fall City,0.5833333333333334
3368,12.819906019370393,3,1.75,1300,20700,1.0,NONE,Average,7,1300,1962,98024,1930,37638,Fall City,0.5833333333333334
3369,14.27293540500315,4,3.5,5830,131116,2.0,NONE,Average,11,5830,2005,98024,5340,207206,Fall City,0.875
3370,13.038981768465277,2,2.5,1880,40575,1.0,NONE,Average,9,1880,1987,98024,1930,32935,Fall City,1.25
3371,13.635187003832993,2,3.25,3570,392475,1.0,NONE,Average,9,2370,1998,98024,3190,217800,Fall City,1.625
3372,13.286181462633724,3,2.0,2360,118483,1.0,NONE,Average,8,2360,1981,98024,2660,91476,Fall City,0.6666666666666666
3373,12.736700896592344,3,1.0,670,23522,1.0,NONE,Good,6,670,1968,98024,1880,20270,Fall City,0.3333333333333333
3374,13.180632285528304,3,2.25,1880,100623,1.5,NONE,Average,8,1880,1987,98024,2520,21689,Fall City,0.75
3375,13.346626301986454,3,2.0,2570,159865,1.0,NONE,Very Good,7,2570,1968,98024,2010,38322,Fall City,0.6666666666666666
3376,12.936033799212835,3,2.75,3900,111514,2.0,NONE,Average,6,3460,1967,98024,2460,217800,Fall City,0.9166666666666666
3377,12.524526376648708,3,1.5,1390,48257,1.0,NONE,Average,6,1390,1922,98024,1440,45302,Fall City,0.5
3378,12.449018824140563,2,1.0,920,43560,1.0,NONE,Good,5,920,1923,98024,1530,11875,Fall City,0.5
3379,12.460714863903755,2,1.0,750,7000,1.0,NONE,Average,6,750,1932,98024,1100,8777,Fall City,0.5
3380,13.473020249017498,3,2.75,2930,218235,2.0,AVERAGE,Average,8,2930,1990,98024,2450,218235,Fall City,0.9166666666666666
3381,13.800396920154226,5,4.25,4650,108464,2.0,NONE,Average,10,3260,1999,98024,2810,155509,Fall City,0.85
3382,14.316285845876763,4,3.25,3920,881654,3.0,GOOD,Average,11,3920,2002,98024,2970,112384,Fall City,0.8125
3383,12.881564890851399,5,1.75,1610,15246,1.0,NONE,Average,6,1610,1936,98024,1410,10500,Fall City,0.35
3384,13.093963902882631,4,2.5,2150,39449,1.0,NONE,Average,7,1420,1978,98024,2010,35717,Fall City,0.625
3385,13.049792684569493,3,1.0,1100,145490,1.5,NONE,Good,6,1100,1915,98024,1100,11610,Fall City,0.3333333333333333
3386,13.458835614025542,4,3.25,3580,43093,1.0,NONE,Good,8,3580,1990,98024,2070,43093,Fall City,0.8125
3387,13.883169206438088,3,2.5,3970,263538,1.5,NONE,Average,9,3970,1991,98024,3970,194676,Fall City,0.8333333333333334
3388,12.26434155365415,2,1.0,770,7000,1.0,NONE,Average,6,770,1921,98024,1100,8777,Fall City,0.5
3389,12.230765258120545,3,0.75,770,7000,1.0,NONE,Average,4,770,1942,98024,950,10500,Fall City,0.25
3390,13.547631112808673,3,2.25,3190,324086,2.0,AVERAGE,Average,9,3190,1982,98024,3190,217800,Fall City,0.75
3391,12.971540487669746,4,1.0,1620,37075,1.5,NONE,Average,7,1620,1943,98024,2190,87117,Fall City,0.25
3392,13.604789526648622,4,3.5,3980,209523,2.0,AVERAGE,Average,9,3980,2006,98024,2220,65775,Fall City,0.875
3393,12.8802918162046,3,1.0,1390,10500,1.5,NONE,Average,6,1390,1940,98024,1350,9800,Fall City,0.3333333333333333
3394,12.367340793126296,2,1.0,860,10500,1.0,NONE,Average,6,860,1943,98024,950,10500,Fall City,0.5
3395,12.706847933442663,3,1.75,1320,9675,1.5,NONE,Good,7,1320,1970,98024,1160,9675,Fall City,0.5833333333333334
3396,12.594730635321957,4,2.0,1810,42981,1.0,NONE,Good,7,1810,1973,98024,1980,113691,Fall City,0.5
3397,12.779873068457553,3,1.0,1890,36300,1.0,NONE,Average,7,1890,1962,98024,1746,54014,Fall City,0.3333333333333333
3398,13.321214236149494,3,1.75,1650,221720,1.0,NONE,Average,7,1650,1992,98024,2520,221284,Fall City,0.5833333333333334
3399,13.151922179645874,4,2.5,2890,15067,2.0,NONE,Average,9,2890,2003,98024,3090,15398,Fall City,0.625
3400,12.721885810807203,3,2.25,1580,16215,1.0,NONE,Good,7,1580,1978,98024,1450,16215,Fall City,0.75
3401,12.89921982609012,4,1.5,1980,113691,1.0,NONE,Average,7,1980,1962,98024,1980,89298,Fall City,0.375
3402,13.112313041550827,4,2.5,2370,15336,2.0,NONE,Average,8,2370,1995,98024,2110,15925,Fall City,0.625
3403,12.911642346088676,3,1.5,1240,9975,1.0,NONE,Average,6,1240,1977,98024,1390,10735,Fall City,0.5
3404,13.060487973686241,4,1.0,1740,37238,1.5,NONE,Good,7,1740,1932,98024,1810,18352,Fall City,0.25
3405,12.89921982609012,3,2.5,1950,18533,2.0,NONE,Average,8,1950,1988,98024,1810,18401,Fall City,0.8333333333333334
3406,12.691426603322494,3,2.0,1340,9750,1.0,NONE,Good,7,890,1974,98024,1460,12900,Fall City,0.6666666666666666
3407,13.032438669876342,3,1.75,1690,6375,1.0,NONE,Average,8,1690,1903,98024,1270,7774,Fall City,0.5833333333333334
3408,12.959844447906553,3,1.75,1610,144619,1.0,NONE,Average,7,1610,1977,98024,2220,144619,Fall City,0.5833333333333334
3409,12.621488084491506,4,1.0,2300,9583,1.0,NONE,Average,6,1220,1928,98024,1200,11325,Fall City,0.25
3410,13.813458453838143,4,3.5,4270,117176,2.0,NONE,Average,9,4270,2008,98024,2610,5251,Fall City,0.875
3411,14.316285845876763,4,3.25,4200,210394,2.0,NONE,Good,10,4200,1993,98024,2370,184694,Fall City,0.8125
3412,13.489087657196063,3,3.25,2970,234788,2.0,GOOD,Average,9,2040,1991,98024,2970,220413,Fall City,1.0833333333333333
3413,13.514405465180353,4,2.25,2920,46355,2.0,NONE,Good,9,2920,1998,98024,2310,184694,Fall City,0.5625
3414,14.436087045689384,4,5.25,5240,320917,2.0,AVERAGE,Average,10,5240,2006,98024,1930,68824,Fall City,1.3125
3415,13.38472764187182,3,2.0,2660,257875,1.0,AVERAGE,Good,8,1530,1976,98024,1710,64033,Fall City,0.6666666666666666
3416,13.16158409055761,3,1.75,1430,53628,2.0,NONE,Average,8,1430,1985,98024,2100,53628,Fall City,0.5833333333333334
3417,13.071070083016778,3,2.5,2680,87117,1.0,NONE,Average,7,1340,1989,98024,2580,87117,Fall City,0.8333333333333334
3418,13.527828485512494,5,3.5,2990,212137,2.0,NONE,Average,8,2450,1994,98024,1060,69260,Fall City,0.7
3419,12.206072645530174,3,1.0,960,213008,1.0,NONE,Fair,6,960,1933,98024,1520,57499,Fall City,0.3333333333333333
3420,13.59604149743245,5,3.5,4000,9234,2.0,NONE,Average,9,4000,2015,98024,3690,6600,Fall City,0.7
3421,13.555450137608744,5,4.5,4000,6713,2.0,NONE,Average,9,4000,2015,98024,3690,6600,Fall City,0.9
3422,13.487006490992238,3,2.5,3150,151588,2.0,NONE,Average,9,3150,2007,98024,2410,208652,Fall City,0.8333333333333334
3423,12.713552679045067,3,1.5,2580,47480,1.0,NONE,Average,7,1360,1953,98024,1760,48181,Fall City,0.5
3424,14.19394699368452,4,4.0,4620,130208,2.0,NONE,Average,10,4620,2014,98024,4620,131007,Fall City,1.0
3425,13.271645080120082,3,2.5,2320,3980,2.0,NONE,Average,8,2320,2003,98027,2580,3980,Issaquah,0.8333333333333334
3426,13.30092788532057,4,2.5,2310,9624,2.0,NONE,Average,8,2310,1984,98027,1940,9636,Issaquah,0.625
3427,13.400752402944518,4,2.25,2010,9603,1.0,NONE,Average,8,1440,1986,98027,2060,9793,Issaquah,0.5625
3428,12.971540487669746,2,2.5,2420,60984,2.0,NONE,Average,7,2420,2007,98027,1940,193842,Issaquah,1.25
3429,12.948009990259552,3,2.0,2020,38332,1.0,NONE,Good,7,1010,1975,98027,2110,36590,Issaquah,0.6666666666666666
3430,13.16158409055761,3,2.25,2030,16200,2.0,NONE,Average,8,2030,1984,98027,2660,17958,Issaquah,0.75
3431,13.845069360205818,3,2.5,3545,9816,1.0,NONE,Average,10,2610,2005,98027,3630,7704,Issaquah,0.8333333333333334
3432,14.0623706358958,5,2.5,3400,9500,2.0,FAIR,Good,8,3400,1977,98027,3080,11081,Issaquah,0.5
3433,13.115338762467365,4,2.5,2250,14440,1.0,NONE,Average,7,1550,1967,98027,2090,11400,Issaquah,0.625
3434,13.038981768465277,4,2.0,2090,40419,1.0,NONE,Good,7,2090,1984,98027,2380,63162,Issaquah,0.5
3435,12.959844447906553,3,1.0,1520,213444,1.5,GOOD,Very Good,8,1520,1988,98027,2640,213444,Issaquah,0.3333333333333333
3436,13.547631112808673,4,2.75,2790,10819,2.0,NONE,Average,10,2790,1996,98027,3080,12603,Issaquah,0.6875
3437,13.120361374733656,2,1.75,2040,114562,1.0,NONE,Good,7,2040,1968,98027,1850,94960,Issaquah,0.875
3438,12.899094818276968,3,1.0,1020,18050,1.0,NONE,Average,7,1020,1969,98027,1750,11640,Issaquah,0.3333333333333333
3439,12.180754837545884,2,1.0,1190,27007,1.0,NONE,Good,5,1190,1910,98027,1730,12632,Issaquah,0.5
3440,13.457406021215947,4,2.5,3230,40319,2.0,NONE,Good,10,3230,1987,98027,2990,40234,Issaquah,0.625
3441,13.312983737012978,3,2.5,2010,3667,2.0,NONE,Average,9,2010,2008,98027,2350,3600,Issaquah,0.8333333333333334
3442,13.624350052503114,4,2.5,3060,7140,2.0,NONE,Average,9,3060,2006,98027,3240,6218,Issaquah,0.625
3443,13.353475098367715,4,3.75,4610,40202,1.0,NONE,Good,10,2500,1980,98027,3050,41056,Issaquah,0.9375
3444,13.17115354157376,4,2.25,1580,7307,1.0,NONE,Average,8,1160,1973,98027,2020,7458,Issaquah,0.5625
3445,13.112313041550827,5,2.75,2630,10165,1.0,NONE,Good,8,1690,1976,98027,2440,10165,Issaquah,0.55
3446,13.57788768538523,4,2.25,2510,133729,2.0,NONE,Good,8,2510,1977,98027,2510,69696,Issaquah,0.5625
3447,13.623138665316818,4,2.5,3370,5000,2.0,NONE,Average,9,3370,2006,98027,3370,5237,Issaquah,0.625
3448,13.397853428290748,3,2.25,2560,41346,2.0,NONE,Average,10,2560,1986,98027,3040,35395,Issaquah,0.75
3449,13.16062208952142,4,2.0,1540,17859,1.0,NONE,Average,6,1540,1964,98027,1390,9688,Issaquah,0.5
3450,13.184398768323781,3,2.25,1910,35015,1.0,NONE,Good,8,1430,1977,98027,2340,36680,Issaquah,0.75
3451,13.567049198665774,5,2.5,3480,74052,1.0,NONE,Good,8,1980,1972,98027,2610,65775,Issaquah,0.5
3452,13.138236726560619,4,2.25,3320,53392,2.0,NONE,Good,8,2000,1986,98027,3230,43129,Issaquah,0.5625
3453,13.854731271117556,3,2.5,4570,10615,2.0,NONE,Average,12,4570,1991,98027,3860,11576,Issaquah,0.8333333333333334
3454,13.412043452518782,5,3.5,3990,42436,2.0,NONE,Average,9,2710,2002,98027,3030,41684,Issaquah,0.7
3455,13.652991628466498,5,2.75,2920,11880,1.0,NONE,Very Good,8,1660,1968,98027,3910,14491,Issaquah,0.55
3456,13.102160670086809,4,2.25,2020,85813,2.0,NONE,Average,7,2020,1995,98027,2120,85813,Issaquah,0.5625
3457,13.279367126213993,3,1.75,1850,7735,1.0,NONE,Good,8,1850,1983,98027,2220,7639,Issaquah,0.5833333333333334
3458,13.17115354157376,2,1.5,1480,43645,1.0,NONE,Average,8,1480,1974,98027,1600,34326,Issaquah,0.75
3459,13.407542319637992,3,2.5,2630,10047,2.0,NONE,Average,9,2630,1996,98027,2640,10620,Issaquah,0.8333333333333334
3460,12.84792653170257,6,2.0,1870,6969,1.0,NONE,Good,7,1870,1968,98027,1500,6969,Issaquah,0.3333333333333333
3461,13.122363377404328,4,1.75,2290,9215,1.0,NONE,Very Good,8,1270,1969,98027,2290,10200,Issaquah,0.4375
3462,13.603430579006044,5,2.5,2900,5901,2.0,NONE,Average,9,2900,2006,98027,3200,5775,Issaquah,0.5
3463,13.348701819615057,4,2.25,1990,7712,1.0,NONE,Average,8,1210,1973,98027,1720,7393,Issaquah,0.5625
3464,13.314635265051452,4,2.5,2110,13850,2.0,NONE,Average,9,2110,1987,98027,2520,10194,Issaquah,0.625
3465,13.287877815881902,5,3.25,4020,40341,1.0,NONE,Very Good,8,2170,1970,98027,2650,53437,Issaquah,0.65
3466,13.16733674304706,4,2.5,2660,65340,2.0,NONE,Average,8,2660,1988,98027,2850,74052,Issaquah,0.625
