,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built,sqft_living15,sqft_lot15,city
2163,420000.0,3,1.75,1230,10005,1.0,NONE,Good,7,1230,1963,1530,8560,Bellevue
2164,350000.0,3,2.25,1410,1340,2.0,NONE,Average,8,1370,1967,1730,2748,Bellevue
2165,525126.0,5,2.25,1950,8025,1.0,AVERAGE,Average,7,1150,1960,1780,8560,Bellevue
2166,830000.0,5,2.5,2810,14207,1.0,GOOD,Average,9,1540,1979,3190,14000,Bellevue
2167,415950.0,3,1.75,1150,7700,1.0,NONE,Average,7,1150,1957,1650,8000,Bellevue
2168,557500.0,3,1.75,1900,11165,1.0,NONE,Good,7,1900,1959,2030,11165,Bellevue
2169,797000.0,4,2.75,2650,8610,2.0,NONE,Average,8,2650,1959,1680,8316,Bellevue
2170,530000.0,5,2.5,2910,9636,1.0,NONE,Good,7,1690,1964,2830,10385,Bellevue
2171,575000.0,4,2.25,2060,12155,1.0,NONE,Good,8,2060,1968,2360,8625,Bellevue
2172,740000.0,3,2.5,2960,9350,2.0,AVERAGE,Good,9,2960,1978,2960,11745,Bellevue
2173,839000.0,4,2.75,2400,12469,1.0,AVERAGE,Good,8,1760,1958,2400,10400,Bellevue
2174,440000.0,3,2.25,1900,7225,1.0,NONE,Average,8,1220,1970,1900,7399,Bellevue
2175,522500.0,3,1.75,1710,9707,1.0,NONE,Good,8,1710,1966,1820,8700,Bellevue
2176,485000.0,4,2.25,1850,9911,1.0,NONE,Good,7,1850,1957,1650,8670,Bellevue
2177,555700.0,3,2.0,1810,12420,1.0,NONE,Good,7,1810,1957,2230,12330,Bellevue
2178,415000.0,3,1.5,1090,8400,1.0,NONE,Good,7,1090,1966,1320,8400,Bellevue
2179,1050000.0,4,3.0,2920,33976,1.0,GOOD,Very Good,8,1460,1964,2970,15210,Bellevue
2180,605000.0,4,2.5,2800,10786,1.0,NONE,Average,8,1420,1970,2140,10788,Bellevue
2181,497500.0,5,1.5,2170,8610,1.0,NONE,Good,7,1230,1959,1670,8610,Bellevue
2182,850000.0,3,3.5,2620,11148,2.0,EXCELLENT,Good,9,2060,1977,2590,10796,Bellevue
2183,590000.0,4,2.5,3220,7875,1.5,NONE,Good,8,3220,1966,1600,7875,Bellevue
2184,613000.0,5,2.5,2070,12000,1.0,NONE,Good,7,1340,1967,2090,12000,Bellevue
2185,825000.0,3,3.0,3730,35900,1.0,NONE,Average,9,2960,1979,2280,16026,Bellevue
2186,480000.0,3,1.0,1160,8800,1.0,NONE,Good,7,1160,1959,1750,8400,Bellevue
2187,670000.0,4,1.75,1930,9310,1.0,NONE,Good,9,1930,1968,2110,10290,Bellevue
2188,415000.0,3,1.0,1300,7975,1.0,NONE,Good,7,1300,1958,1570,9075,Bellevue
2189,620000.0,5,1.75,2000,8713,1.0,AVERAGE,Average,7,1000,1962,2040,8449,Bellevue
2190,580000.0,5,2.0,2290,7125,1.0,NONE,Average,7,1190,1964,1460,7920,Bellevue
2191,530000.0,5,2.75,2500,7140,1.0,NONE,Good,7,1250,1968,2230,8400,Bellevue
2192,437400.0,3,1.75,2150,8925,1.0,NONE,Good,7,2150,1960,1100,7875,Bellevue
2193,416000.0,3,1.0,1110,12150,1.0,NONE,Good,7,1110,1957,1490,8200,Bellevue
2194,660000.0,3,1.75,2030,9032,2.0,AVERAGE,Good,7,2030,1963,2350,8937,Bellevue
2195,534000.0,4,2.25,2130,7210,1.0,NONE,Very Good,7,1330,1965,1310,7896,Bellevue
2196,887000.0,6,2.25,3830,11180,1.0,AVERAGE,Very Good,9,2440,1962,2500,10400,Bellevue
2197,575950.0,3,2.25,1640,12000,1.0,NONE,Average,7,1180,1967,1620,12000,Bellevue
2198,472000.0,2,2.25,1800,2748,2.0,NONE,Good,9,1800,1979,1800,2755,Bellevue
2199,395000.0,4,1.75,2060,7900,1.0,NONE,Good,7,1070,1957,1830,8000,Bellevue
2200,425000.0,4,1.5,1620,7875,1.0,NONE,Average,7,1620,1956,1890,8400,Bellevue
2201,588000.0,4,1.75,1930,7245,1.0,NONE,Good,8,1510,1972,1880,7245,Bellevue
2202,1360000.0,5,3.5,5960,13703,2.0,AVERAGE,Average,10,4770,1984,2810,17320,Bellevue
2203,546800.0,4,2.25,2170,10000,1.0,NONE,Average,8,1420,1975,2390,11000,Bellevue
2204,507500.0,3,2.0,2020,8118,1.0,NONE,Average,7,1020,1963,1670,8118,Bellevue
2205,539950.0,3,1.75,1820,9875,1.0,NONE,Good,8,1820,1966,2670,10000,Bellevue
2206,550000.0,3,1.75,1440,8957,1.0,NONE,Good,7,1440,1957,1340,8780,Bellevue
2207,750000.0,5,3.0,2230,8560,1.0,NONE,Average,8,1150,1960,2040,8560,Bellevue
2208,795000.0,5,3.0,2750,10000,1.0,NONE,Good,7,1730,1957,2520,10000,Bellevue
2209,959750.0,4,3.0,3060,50002,1.0,AVERAGE,Good,8,2460,1957,2740,16181,Bellevue
2210,447000.0,3,1.0,1310,7000,1.0,NONE,Good,7,1310,1958,1280,7300,Bellevue
2211,755000.0,3,2.75,2870,6600,2.0,AVERAGE,Average,8,2870,1984,2570,7925,Bellevue
2212,427000.0,4,1.75,1460,9750,1.0,NONE,Good,7,1460,1967,1820,9840,Bellevue
2213,517000.0,4,1.0,1650,8250,1.0,NONE,Average,7,1650,1966,2240,9776,Bellevue
2214,458450.0,4,1.0,1330,9715,1.0,NONE,Good,7,970,1957,1590,8400,Bellevue
2215,490000.0,3,1.75,1490,11360,1.0,NONE,Average,8,1490,1975,2350,10320,Bellevue
2216,412000.0,3,1.5,1320,8000,1.0,NONE,Average,7,1320,1957,1720,8100,Bellevue
2217,3300000.0,3,3.25,4220,41300,1.0,EXCELLENT,Good,11,2460,1958,3810,30401,Bellevue
2218,451000.0,4,1.75,1680,7800,1.0,NONE,Average,7,1330,1966,1680,7210,Bellevue
2219,542000.0,2,2.25,1800,2819,2.0,AVERAGE,Good,9,1800,1979,1800,2755,Bellevue
2220,2700000.0,4,3.25,4420,7850,2.0,EXCELLENT,Average,11,3150,2001,2760,8525,Bellevue
2221,455000.0,3,1.5,1250,8004,1.0,NONE,Average,7,1250,1965,1450,7931,Bellevue
2222,539000.0,5,2.25,2590,7245,1.0,NONE,Average,8,1510,1973,1930,7245,Bellevue
2223,526000.0,4,2.0,1610,8000,1.0,NONE,Average,7,1190,1966,1560,7896,Bellevue
2224,537000.0,4,1.75,2230,7957,1.0,NONE,Good,7,2230,1967,2230,8040,Bellevue
2225,534000.0,5,1.75,2120,8625,1.0,NONE,Average,7,1200,1959,1930,8625,Bellevue
2226,670000.0,5,3.0,2520,13001,2.0,FAIR,Average,8,2010,1973,2170,8215,Bellevue
2227,443000.0,3,1.75,1810,7950,1.0,NONE,Good,7,1810,1968,1680,7725,Bellevue
2228,650000.0,5,2.25,2400,13450,1.0,NONE,Very Good,7,1200,1957,1950,10361,Bellevue
2229,1400000.0,3,2.75,3130,19530,1.0,EXCELLENT,Average,8,1690,1947,2980,18782,Bellevue
2230,675000.0,4,2.25,2260,8715,1.0,NONE,Good,8,1530,1976,2220,8650,Bellevue
2231,720000.0,4,2.25,2410,8400,2.0,NONE,Very Good,8,2410,1965,1910,8056,Bellevue
2232,400000.0,3,1.5,1510,7642,1.0,NONE,Average,7,1510,1959,2180,8357,Bellevue
2233,654000.0,5,2.5,2960,8968,1.0,NONE,Good,8,1640,1965,1890,9077,Bellevue
2234,530000.0,3,1.75,1430,10350,1.0,NONE,Average,7,1430,1959,1890,10350,Bellevue
2235,700000.0,3,1.5,2240,7227,2.0,FAIR,Average,9,1440,1977,3150,16150,Bellevue
2236,425000.0,3,1.5,1390,9680,1.0,NONE,Good,7,1390,1956,1460,10050,Bellevue
2237,650000.0,4,3.0,2900,15535,1.0,AVERAGE,Good,7,1870,1961,2330,10217,Bellevue
2238,450000.0,3,1.0,1150,35415,1.0,NONE,Good,7,1010,1950,2460,11781,Bellevue
2239,1300000.0,3,2.5,3350,7752,1.0,NONE,Average,9,2180,2009,2570,7988,Bellevue
2240,2300000.0,4,4.0,4360,8175,2.5,EXCELLENT,Average,10,3940,2007,2670,8525,Bellevue
2241,1380000.0,5,3.5,5150,12230,2.0,AVERAGE,Average,10,3700,2007,2940,13462,Bellevue
2242,3570000.0,5,4.5,4850,10584,2.0,EXCELLENT,Average,10,3540,2007,3470,18270,Bellevue
2243,720000.0,4,2.5,3450,39683,2.0,NONE,Average,10,3450,2002,3350,39750,Black Diamond
2244,416000.0,3,2.0,2220,94300,1.0,NONE,Very Good,7,1640,1976,2070,80100,Black Diamond
2245,204000.0,3,1.0,1040,7405,1.0,NONE,Good,6,1040,1971,1580,7405,Black Diamond
2246,185000.0,3,1.75,1430,10816,2.0,NONE,Average,7,1430,1994,1560,10816,Black Diamond
2247,267000.0,3,2.0,1300,9644,1.0,NONE,Average,7,1300,1994,1430,9656,Black Diamond
2248,379000.0,3,3.25,2660,17852,2.5,NONE,Average,8,2660,2014,1320,11876,Black Diamond
2249,288349.0,3,1.0,1250,18616,1.0,NONE,Good,6,1250,1972,1920,15654,Black Diamond
2250,935000.0,4,4.5,5670,84267,2.0,AVERAGE,Average,11,5670,2008,4100,83729,Black Diamond
2251,253000.0,3,1.75,1250,10122,1.0,NONE,Average,7,1250,1994,1980,10175,Black Diamond
2252,650000.0,4,2.5,3350,46748,2.0,NONE,Average,10,3350,2004,3350,39683,Black Diamond
2253,208000.0,3,1.75,1070,7200,1.0,NONE,Average,7,1070,1994,1480,7200,Black Diamond
2254,340000.0,3,1.75,1740,46580,1.0,NONE,Good,7,1740,1980,1576,54685,Black Diamond
2255,190000.0,2,1.0,840,12252,1.0,NONE,Average,6,840,1994,1010,11876,Black Diamond
2256,225000.0,2,1.0,1300,11867,1.5,NONE,Good,6,1300,1975,820,11867,Black Diamond
2257,640000.0,4,1.75,2020,16120,1.0,NONE,Average,7,2020,1969,1940,16350,Black Diamond
2258,325000.0,3,2.25,1480,97138,1.5,NONE,Average,7,1480,1984,1730,176418,Black Diamond
2259,700000.0,3,1.75,2600,7668,1.0,NONE,Good,8,1300,1968,1980,13664,Black Diamond
2260,520000.0,3,2.5,2280,58712,2.5,GOOD,Average,9,2280,1987,2240,24332,Black Diamond
2261,260000.0,2,1.0,1270,19602,1.0,NONE,Average,6,1270,1977,1270,17699,Black Diamond
2262,256000.0,3,2.5,1480,7200,2.0,NONE,Very Good,7,1480,1995,1350,7200,Black Diamond
2263,322000.0,3,2.0,1760,43575,1.0,NONE,Average,7,1160,1988,1760,46038,Black Diamond
2264,350000.0,3,1.75,1580,19998,1.0,NONE,Good,7,1580,1968,1860,19998,Black Diamond
2265,206000.0,3,1.0,1050,5233,1.0,NONE,Very Good,5,1050,1906,970,7500,Black Diamond
2266,430000.0,3,1.5,1810,349351,1.5,NONE,Average,7,1810,2002,2480,339332,Black Diamond
2267,440000.0,1,1.0,850,6567,1.0,NONE,Good,6,850,1940,2160,9794,Black Diamond
2268,590000.0,3,2.0,2420,208652,1.5,NONE,Average,8,2420,2005,3180,212137,Black Diamond
2269,135000.0,2,1.0,1220,7250,1.0,NONE,Good,6,1220,1914,1350,20250,Black Diamond
2270,630000.0,3,2.5,2680,327135,2.0,NONE,Average,8,2680,1995,2020,60080,Black Diamond
2271,241250.0,3,1.75,1350,7588,1.0,NONE,Average,7,1350,1993,1470,7341,Black Diamond
2272,340000.0,3,1.75,1340,196020,1.0,NONE,Good,7,1340,1987,2250,232230,Black Diamond
2273,435000.0,2,1.0,1120,88327,1.5,NONE,Good,6,1120,1972,1640,136662,Black Diamond
2274,630000.0,3,1.0,1360,13000,1.0,NONE,Very Good,6,1360,1945,1890,19650,Black Diamond
2275,199999.0,3,1.0,960,10815,1.0,NONE,Very Good,5,960,1900,1330,10815,Black Diamond
2276,345000.0,3,2.5,1990,20466,1.5,NONE,Good,8,1410,1987,1660,93393,Black Diamond
2277,575000.0,2,1.5,1750,19709,1.5,NONE,Good,8,1440,1978,1950,21075,Black Diamond
2278,241400.0,3,2.0,1420,9828,1.0,NONE,Good,7,1420,1990,1550,7227,Black Diamond
2279,792500.0,4,2.5,4290,175421,2.0,NONE,Average,10,4290,2004,3370,63162,Black Diamond
2280,408506.0,3,2.75,2480,209199,1.5,NONE,Average,8,1870,2000,2040,219229,Black Diamond
2281,570000.0,3,1.5,1980,10203,1.0,NONE,Good,7,1680,1946,1980,13664,Black Diamond
2282,615000.0,4,2.75,3120,34040,2.0,NONE,Average,9,3120,1997,2420,25201,Black Diamond
2283,407450.0,4,1.5,2310,68824,2.0,NONE,Good,7,2310,1968,2020,39900,Black Diamond
2284,579000.0,3,2.5,3160,286181,2.0,GOOD,Average,9,3160,2002,2110,94663,Black Diamond
2285,320900.0,5,2.5,2200,8500,1.0,NONE,Good,7,1400,1971,1360,8855,Black Diamond
2286,679000.0,4,3.5,3420,49223,2.0,NONE,Average,9,3420,2004,3580,49223,Black Diamond
2287,200000.0,4,1.5,1780,8000,2.0,NONE,Good,6,1080,1900,1750,9147,Black Diamond
2288,790000.0,3,2.5,2390,15084,2.0,NONE,Average,8,2390,2000,1850,17494,Black Diamond
2289,359999.0,5,3.0,2680,9624,2.0,NONE,Average,7,1870,1995,1860,9921,Black Diamond
2290,545000.0,4,2.5,2820,25995,2.0,NONE,Average,9,2820,1998,3330,27653,Black Diamond
2291,665000.0,4,3.5,3770,47480,2.0,NONE,Average,9,3770,2003,3380,42689,Black Diamond
2292,319502.0,3,1.75,1610,38707,1.0,NONE,Average,7,1610,1990,1930,45151,Black Diamond
2293,650000.0,4,2.5,3420,222156,2.0,NONE,Average,9,3420,2002,3340,222156,Black Diamond
2294,510000.0,3,1.75,1750,7020,2.0,NONE,Average,7,1750,1934,1170,9546,Black Diamond
2295,262000.0,3,2.5,1680,10300,2.0,NONE,Good,7,1680,1994,1680,9849,Black Diamond
2296,330000.0,2,0.75,520,6862,1.0,NONE,Good,4,520,1924,1170,8756,Black Diamond
2297,499000.0,3,2.0,2090,42689,1.5,NONE,Average,7,2090,1959,1890,18276,Black Diamond
2298,263500.0,3,1.75,1610,14000,1.0,NONE,Good,7,1050,1977,1550,10080,Black Diamond
2299,600000.0,4,2.5,3870,50965,2.0,NONE,Average,10,3870,2007,2170,65843,Black Diamond
2300,212644.0,3,1.0,1570,9650,1.5,NONE,Very Good,5,1570,1922,1330,9650,Black Diamond
2301,774950.0,4,2.5,3410,179419,2.0,NONE,Average,10,3410,2004,3350,175421,Black Diamond
2302,314500.0,4,2.5,2390,9600,2.0,NONE,Average,7,2390,1996,1900,9603,Black Diamond
2303,240000.0,3,1.5,1460,13503,1.0,NONE,Good,6,1460,1977,1460,13394,Black Diamond
2304,655000.0,4,3.5,3420,33106,2.0,NONE,Average,9,3420,2004,3420,36590,Black Diamond
2305,902500.0,3,3.5,3240,23522,2.0,NONE,Average,10,2130,1992,3180,23273,Black Diamond
2306,625000.0,4,2.5,3190,27806,2.0,NONE,Average,9,3190,1997,2810,28619,Black Diamond
2307,365000.0,4,2.5,1904,8200,2.0,NONE,Very Good,7,1904,1999,1560,12426,Black Diamond
2308,675000.0,4,2.5,3320,244807,2.0,NONE,Average,9,3320,2001,2530,217800,Black Diamond
2309,214000.0,3,1.0,1020,9147,1.0,NONE,Good,6,1020,1900,1600,9700,Black Diamond
2310,162000.0,4,1.0,1460,16638,1.0,NONE,Good,6,1460,1975,1460,16638,Black Diamond
2311,740000.0,4,3.0,3350,199253,2.0,NONE,Average,10,3350,2004,3350,183897,Black Diamond
2312,700000.0,4,3.0,3350,199253,2.0,NONE,Average,10,3350,2004,3350,183897,Black Diamond
2313,235000.0,3,1.75,1520,12246,1.0,NONE,Good,6,1520,1971,1460,12246,Black Diamond
2314,531500.0,4,2.75,3110,49765,1.0,NONE,Good,8,3110,1958,1880,19709,Black Diamond
2315,760000.0,4,2.5,3600,155509,2.0,NONE,Average,9,3600,2004,3410,34412,Black Diamond
2316,460000.0,3,2.0,2930,29136,2.0,NONE,Average,8,2240,1990,2110,29362,Black Diamond
2317,712000.0,4,2.5,3400,247421,2.0,NONE,Average,9,3400,2001,3180,222156,Black Diamond
2318,475000.0,3,1.75,1850,26445,1.0,NONE,Good,7,1850,1962,2110,23280,Black Diamond
2319,424900.0,4,2.75,2950,49658,1.0,NONE,Good,8,2950,1960,1720,54672,Black Diamond
2320,234950.0,3,1.0,1360,9948,1.0,NONE,Average,6,1360,1977,1670,8475,Black Diamond
2321,257000.0,4,1.75,1900,22896,1.5,NONE,Average,7,1360,1922,1300,8960,Black Diamond
2322,267000.0,3,2.5,1690,10336,2.0,NONE,Good,7,1690,1989,1580,7700,Black Diamond
2323,213000.0,3,1.75,1200,55321,1.5,NONE,Very Good,7,1200,1977,1910,54450,Black Diamond
2324,355500.0,5,2.0,2360,19899,1.0,NONE,Good,7,2360,1968,1860,19998,Black Diamond
2325,330000.0,2,1.0,1160,32251,1.0,NONE,Average,6,580,1963,1160,33656,Black Diamond
2326,325000.0,4,1.5,1470,70800,1.0,NONE,Average,7,1470,1976,1810,72337,Black Diamond
2327,264950.0,4,2.5,1990,9656,2.0,NONE,Average,7,1990,1994,1500,9656,Black Diamond
2328,415000.0,4,2.25,3060,48787,2.0,NONE,Average,8,3060,1992,2090,48787,Black Diamond
2329,240000.0,3,2.0,1190,10299,1.0,NONE,Average,7,1190,1994,1700,9849,Black Diamond
2330,269950.0,3,2.5,1480,9743,2.0,NONE,Good,7,1480,1996,1810,9601,Black Diamond
2331,224400.0,3,1.75,1070,7200,1.0,NONE,Average,7,1070,1994,1280,7200,Black Diamond
2332,255000.0,3,1.75,1550,9720,1.0,NONE,Average,7,1050,1976,1550,9750,Black Diamond
2333,398000.0,2,1.0,590,10945,1.5,NONE,Average,5,590,1983,2020,15180,Black Diamond
2334,360000.0,4,1.75,2140,49658,1.0,NONE,Very Good,7,2140,1959,1720,99316,Black Diamond
2335,337000.0,3,2.5,2235,43560,1.0,NONE,Very Good,7,990,1975,1460,29621,Black Diamond
2336,625000.0,3,1.75,2700,18893,1.0,NONE,Good,7,2110,1948,2260,17494,Black Diamond
2337,335000.0,4,1.5,3160,19745,1.5,NONE,Good,6,1840,1968,1540,8611,Black Diamond
2338,208500.0,2,1.0,880,4814,1.0,NONE,Good,5,880,1906,1010,6160,Black Diamond
2339,390000.0,4,2.5,2610,7227,2.0,NONE,Average,9,2610,2011,2630,7421,Black Diamond
2340,780000.0,4,3.5,3720,213073,1.0,AVERAGE,Average,10,3720,2007,2190,59241,Black Diamond
2341,440000.0,4,2.5,2990,7928,2.0,NONE,Average,9,2990,2011,2810,7401,Black Diamond
2342,224000.0,3,1.75,1500,11968,1.0,NONE,Average,6,1500,2014,1320,11303,Black Diamond
2343,527000.0,4,2.25,2330,19436,2.0,NONE,Average,8,2330,1987,1910,10055,Bothell
2344,270000.0,2,1.5,1380,209959,1.0,NONE,Poor,6,1380,1954,3130,19868,Bothell
2345,525000.0,4,2.5,2450,5280,2.0,NONE,Average,8,2450,2003,2300,4674,Bothell
2346,333500.0,3,1.75,1220,9732,1.0,NONE,Average,7,1220,1965,1630,10007,Bothell
2347,452000.0,4,1.75,1570,8268,1.0,NONE,Average,7,1570,1979,1870,8190,Bothell
2348,405000.0,5,1.75,1550,10500,1.0,NONE,Average,7,1100,1961,1420,9823,Bothell
2349,560000.0,4,2.5,2940,6000,2.0,NONE,Average,8,2940,2000,2510,6600,Bothell
2350,625000.0,5,2.5,2990,15085,2.0,NONE,Average,9,2990,2007,3150,13076,Bothell
2351,628000.0,3,1.75,4000,11894,1.0,NONE,Average,9,2190,1987,2530,8650,Bothell
2352,390000.0,3,2.0,1910,11576,1.0,NONE,Average,7,1410,1978,2040,8750,Bothell
2353,374000.0,3,1.5,1330,10640,1.0,NONE,Average,7,1330,1976,1460,8520,Bothell
2354,465000.0,4,2.25,2210,8862,1.0,NONE,Good,8,1270,1977,2030,8862,Bothell
2355,605000.0,3,2.5,2570,9487,2.0,GOOD,Average,9,2570,1989,2490,9898,Bothell
2356,455000.0,3,2.5,2090,8653,2.0,NONE,Average,8,2090,1989,2090,6396,Bothell
2357,330000.0,4,2.5,2180,7210,1.0,NONE,Average,7,1190,1972,2070,7210,Bothell
2358,371025.0,3,2.0,1530,8925,1.0,NONE,Average,7,1530,1977,2040,8856,Bothell
2359,439000.0,4,2.25,2240,8300,2.0,NONE,Average,8,2240,1978,2340,8500,Bothell
2360,521000.0,3,1.75,1730,18250,1.0,NONE,Average,8,1730,1988,2180,10027,Bothell
2361,413000.0,5,2.5,2900,8711,1.0,NONE,Average,8,1650,1977,2340,8869,Bothell
2362,360400.0,3,2.5,1630,11592,2.0,NONE,Average,8,1630,1987,1700,8850,Bothell
2363,439000.0,4,2.25,2570,9503,2.0,NONE,Average,8,2570,1980,1950,9600,Bothell
2364,411800.0,4,2.25,2190,6800,1.0,NONE,Very Good,7,1340,1969,1560,7611,Bothell
2365,425000.0,3,2.5,1630,10762,1.0,NONE,Average,7,1630,1994,1770,10762,Bothell
2366,550000.0,3,2.5,2250,7752,2.0,NONE,Good,8,2250,1988,2080,7033,Bothell
2367,501000.0,4,2.25,2680,5439,2.0,NONE,Average,7,2680,2000,2460,4473,Bothell
2368,425000.0,3,2.0,1540,8011,1.0,NONE,Average,7,1540,1988,1630,7141,Bothell
2369,342000.0,4,2.0,1570,11200,1.0,NONE,Average,7,1120,1959,1570,11200,Bothell
2370,420000.0,4,2.25,2030,12000,2.0,NONE,Average,7,2030,1977,2190,9900,Bothell
2371,401000.0,3,2.75,2020,9505,1.0,NONE,Average,7,1260,1969,2080,11901,Bothell
2372,375000.0,3,1.75,1430,10574,2.0,NONE,Average,7,1430,1981,1900,10450,Bothell
2373,516250.0,6,2.0,2390,8660,1.5,NONE,Good,7,2390,1925,2250,12942,Bothell
2374,435000.0,3,2.5,1900,7984,2.0,NONE,Average,8,1900,1993,2650,9352,Bothell
2375,475000.0,4,2.25,2680,4673,2.0,NONE,Average,7,2680,1999,2460,4645,Bothell
2376,454000.0,3,2.0,1700,10000,2.0,NONE,Average,8,1700,1992,1460,9621,Bothell
2377,370000.0,3,2.25,1650,4859,2.0,NONE,Average,7,1650,1988,1890,5018,Bothell
2378,434000.0,4,3.0,2010,8171,2.0,NONE,Average,8,2010,1973,2090,8203,Bothell
2379,361000.0,3,1.5,1200,7236,1.0,NONE,Average,7,1200,1975,1680,7800,Bothell
2380,450000.0,3,2.5,2180,4226,2.0,NONE,Average,8,2180,2004,2540,4607,Bothell
2381,441000.0,3,1.5,1540,7200,1.0,NONE,Average,7,1540,1968,1560,7500,Bothell
2382,735000.0,3,3.25,2960,39370,2.0,NONE,Average,10,2960,1989,2960,56628,Bothell
2383,528000.0,3,2.5,2810,4932,2.0,NONE,Average,8,2810,2003,2470,4919,Bothell
2384,395000.0,3,1.75,1620,8085,1.0,NONE,Average,7,1210,1976,1700,8085,Bothell
2385,470000.0,4,2.75,2310,7350,1.0,NONE,Average,8,1670,1989,2600,6077,Bothell
2386,270000.0,3,1.75,1800,9314,2.0,NONE,Average,8,1800,1979,2100,9658,Bothell
2387,610000.0,6,2.5,3610,12033,2.0,NONE,Average,8,3210,1970,2210,8577,Bothell
2388,475226.0,3,2.5,2120,4512,2.0,NONE,Average,8,2120,1988,2000,4553,Bothell
2389,323000.0,4,1.75,1310,9690,1.0,NONE,Good,7,1310,1967,2280,9618,Bothell
2390,347000.0,3,1.0,1270,8400,1.0,NONE,Average,7,1270,1955,1390,8400,Bothell
2391,550000.0,4,2.5,3350,6605,2.0,NONE,Average,8,2670,1990,2730,5962,Bothell
2392,540000.0,4,2.5,2329,9436,2.0,NONE,Average,9,2329,1995,2660,10252,Bothell
2393,515000.0,4,2.25,2200,6967,2.0,NONE,Average,8,2200,1986,1970,7439,Bothell
2394,385500.0,3,2.0,1540,7947,1.0,NONE,Average,7,1120,1961,1910,7950,Bothell
2395,435000.0,3,1.75,2030,13700,1.0,NONE,Average,8,1630,1976,2120,11200,Bothell
2396,477000.0,3,1.75,1780,8085,1.0,NONE,Average,7,1210,1976,1780,8085,Bothell
2397,560000.0,5,2.5,2410,8960,1.0,NONE,Very Good,7,1600,1978,2410,11514,Bothell
2398,595000.0,3,2.5,2660,10637,2.0,NONE,Average,9,2660,1991,2590,8637,Bothell
2399,600000.0,5,3.5,3150,10542,1.0,NONE,Very Good,9,1620,1974,3150,11807,Bothell
2400,555000.0,3,2.5,3160,4270,2.0,NONE,Average,8,2650,2006,2720,12523,Bothell
2401,738515.0,5,2.75,3360,9200,2.0,NONE,Average,9,3360,2014,3360,9713,Bothell
2402,400000.0,2,1.0,1180,10800,1.0,NONE,Average,7,1180,1984,1600,10800,Bothell
2403,525000.0,4,2.75,2910,6308,1.0,NONE,Average,8,1640,1985,1970,7127,Bothell
2404,585000.0,5,2.25,2480,12614,1.0,NONE,Good,8,1860,1979,2470,12392,Bothell
2405,471000.0,3,1.75,1640,10123,1.0,NONE,Average,8,1340,1977,2210,10852,Bothell
2406,260000.0,4,1.75,1650,7276,1.0,NONE,Average,7,1010,1977,1840,8550,Bothell
2407,470000.0,4,1.75,1650,7276,1.0,NONE,Average,7,1010,1977,1840,8550,Bothell
2408,510000.0,3,2.0,1850,9600,1.0,NONE,Average,7,1850,1968,1770,9600,Bothell
2409,449000.0,4,2.25,2230,8440,2.0,NONE,Good,8,2230,1968,2160,9412,Bothell
2410,402000.0,3,2.5,1970,12205,2.0,NONE,Good,8,1970,1990,2640,9636,Bothell
2411,390000.0,3,1.75,2200,8036,1.0,NONE,Average,7,1270,1978,1850,7563,Bothell
2412,612500.0,4,2.5,2730,12261,2.0,NONE,Average,9,2730,1991,2730,10872,Bothell
2413,435000.0,4,2.75,2110,8751,1.0,NONE,Average,7,1510,1962,1660,10295,Bothell
2414,444950.0,3,1.0,1760,6927,1.0,NONE,Average,7,1050,1962,2060,9120,Bothell
2415,432000.0,4,1.75,2410,8400,1.0,NONE,Average,7,1600,1978,1850,8400,Bothell
2416,570000.0,4,2.5,2590,8483,2.0,NONE,Average,9,2590,1991,2660,8717,Bothell
2417,600000.0,2,2.5,2510,14878,2.0,NONE,Average,10,2510,1990,3080,13594,Bothell
2418,490500.0,3,2.0,3000,21883,2.0,NONE,Average,7,1970,1998,2280,14025,Bothell
2419,525000.0,4,2.25,2660,7957,1.0,NONE,Good,8,1750,1977,1890,8250,Bothell
2420,445000.0,3,2.75,2180,3703,2.0,NONE,Average,8,2180,2004,2190,3963,Bothell
2421,571000.0,3,2.5,2600,7465,2.0,NONE,Average,9,2600,1988,2660,7683,Bothell
2422,460000.0,3,1.75,1970,9135,1.0,NONE,Good,7,1370,1961,1880,9650,Bothell
2423,650000.0,3,2.5,2430,12997,2.0,NONE,Average,9,2430,1992,2720,12500,Bothell
2424,460000.0,3,1.75,2560,8400,1.0,NONE,Average,7,1970,1959,1970,8400,Bothell
2425,395000.0,3,1.75,1400,8640,1.0,NONE,Average,7,1400,1962,1630,8640,Bothell
2426,325000.0,2,1.0,990,15120,1.0,NONE,Good,6,990,1953,1300,11500,Bothell
2427,490000.0,4,2.25,2800,10800,1.0,NONE,Average,8,1680,1977,2260,9800,Bothell
2428,485000.0,3,1.75,2590,8384,1.0,NONE,Good,8,1590,1971,2590,8800,Bothell
2429,458000.0,5,2.5,3090,23265,1.0,NONE,Average,8,2990,1957,2560,18773,Bothell
2430,548000.0,5,1.5,1700,7200,1.5,NONE,Average,7,1700,1937,1460,7194,Bothell
2431,488500.0,3,2.75,1820,9490,2.0,NONE,Average,7,1820,1994,1950,8851,Bothell
2432,459950.0,4,2.5,2000,6107,2.0,NONE,Average,8,2000,2003,2040,6520,Bothell
2433,315000.0,3,1.75,1010,12000,1.0,NONE,Good,7,1010,1977,1080,10619,Bothell
